timestamp,previous.timestamp,previous.lat,previous.lon,previous.vx,previous.vy,previous.vz,previous.alt,previous.yaw,previous.loiter_radius,previous.loiter_minor_radius,previous.loiter_orientation,previous.acceptance_radius,previous.alt_acceptance_radius,previous.cruising_speed,previous.cruising_throttle,previous.valid,previous.type,previous.loiter_direction_counter_clockwise,previous.loiter_pattern,previous.gliding_enabled,previous._padding0[0],previous._padding0[1],previous._padding0[2],current.timestamp,current.lat,current.lon,current.vx,current.vy,current.vz,current.alt,current.yaw,current.loiter_radius,current.loiter_minor_radius,current.loiter_orientation,current.acceptance_radius,current.alt_acceptance_radius,current.cruising_speed,current.cruising_throttle,current.valid,current.type,current.loiter_direction_counter_clockwise,current.loiter_pattern,current.gliding_enabled,current._padding0[0],current._padding0[1],current._padding0[2],next.timestamp,next.lat,next.lon,next.vx,next.vy,next.vz,next.alt,next.yaw,next.loiter_radius,next.loiter_minor_radius,next.loiter_orientation,next.acceptance_radius,next.alt_acceptance_radius,next.cruising_speed,next.cruising_throttle,next.valid,next.type,next.loiter_direction_counter_clockwise,next.loiter_pattern,next.gliding_enabled,next._padding0[0],next._padding0[1],next._padding0[2]
1777225992369000,1777225992369000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0,1777225992369000,47.39774208022753,8.545593705853577,0.0,0.0,0.0,503.0338,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,1,3,0,0,0,0,0,0,1777225992369000,47.3977417,8.545594,0.0,0.0,0.0,503.0338,0.0,80.0,0.0,0.0,2.0,nan,-1.0,nan,1,0,0,0,0,0,0,0
1777225992425000,1777225992369000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0,1777225992369000,47.39774208022753,8.545593705853577,0.0,0.0,0.0,503.0338,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,1,3,0,0,0,0,0,0,1777225992369000,47.3977417,8.545594,0.0,0.0,0.0,503.0338,0.0,80.0,0.0,0.0,2.0,nan,-1.0,nan,1,0,0,0,0,0,0,0
1777226007897000,1777225992369000,47.39774208022753,8.545593705853577,0.0,0.0,0.0,503.0338,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,1,3,0,0,0,0,0,0,1777226007897000,47.3977417,8.545594,0.0,0.0,0.0,503.0338,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,1,0,0,0,0,0,0,0,1777226007897000,47.398190799999995,8.545594,0.0,0.0,0.0,503.0338,0.0,80.0,0.0,0.0,2.0,nan,-1.0,nan,1,0,0,0,0,0,0,0
1777226007953000,1777226007897000,47.3977417,8.545594,0.0,0.0,0.0,503.0338,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,1,0,0,0,0,0,0,0,1777226007953000,47.398190799999995,8.545594,0.0,0.0,0.0,503.0338,0.0,80.0,0.0,0.0,2.0,nan,-1.0,nan,1,0,0,0,0,0,0,0,1777226007953000,47.3990891,8.545594,0.0,0.0,0.0,503.0338,0.0,80.0,0.0,0.0,2.0,nan,-1.0,nan,1,0,0,0,0,0,0,0
1777226019089000,1777226007953000,47.398190799999995,8.545594,0.0,0.0,0.0,503.0338,0.0,80.0,0.0,0.0,2.0,nan,-1.0,nan,1,0,0,0,0,0,0,0,1777226019089000,47.3990891,8.545594,0.0,0.0,0.0,503.0338,0.0,80.0,0.0,0.0,2.0,nan,-1.0,nan,1,0,0,0,0,0,0,0,1777226007953000,47.3990891,8.545594,0.0,0.0,0.0,503.0338,0.0,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,0,0,0,0,0,0,0
1777226025709000,1777226025709000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0,1777226025709000,47.39853545527943,8.545593949797126,0.0,0.0,0.0,502.99023,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,1,2,0,0,0,0,0,0,1777226025709000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0
1777226030717000,1777226030717000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0,1777226030717000,47.398531287345016,8.545593902533763,0.0,0.0,0.0,502.96628,0.0021460308,80.0,0.0,0.0,2.0,nan,-1.0,nan,1,2,0,0,0,0,0,0,1777226030717000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0
1777226030769000,1777226030717000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0,1777226030717000,47.398531287345016,8.545593902533763,0.0,0.0,0.0,518.0338,0.0021460308,80.0,0.0,0.0,2.0,nan,-1.0,nan,1,2,0,0,0,0,0,0,1777226030717000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0
1777226039041000,1777226030717000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0,1777226039041000,47.39774171673707,8.545594052913264,0.0,0.0,0.0,518.0338,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,1,0,0,0,0,0,0,0,1777226030717000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0
1777226058665000,1777226030717000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0,1777226058665000,47.39774171673707,8.545594052913264,0.0,0.0,0.0,488.0338,0.016954808,80.0,0.0,0.0,2.0,nan,-1.0,nan,1,4,0,0,0,0,0,0,1777226030717000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0
