timestamp,timestamp_sample,latitude_deg,longitude_deg,altitude_msl_m,altitude_ellipsoid_m,time_utc_usec,device_id,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,system_error,heading,heading_offset,heading_accuracy,rtcm_injection_rate,automatic_gain_control,fix_type,jamming_state,spoofing_state,authentication_state,vel_ned_valid,satellites_used,selected_rtcm_instance,rtcm_crc_failed,rtcm_msg_used
1777226730352000,1777226730352000,47.3977419,8.5455942,487.999,487.999,1777226730352000,11468804,0.25,0.5,97.78,97.78,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,0.0,0.0,0,0,0,0,0,1,10,0,0,0
1777226730404000,1777226730404000,47.3977419,8.545594,487.995,487.995,1777226730404000,0,0.25,0.5,95.61,95.619995,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,0.0,0.0,0,0,0,0,0,1,10,0,0,0
1777226730456000,1777226730456000,47.3977418,8.5455939,488.007,488.007,1777226730456000,0,0.25,0.5,93.49,93.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,0.0,0.0,0,0,0,0,0,1,10,0,0,0
1777226730508000,1777226730508000,47.3977418,8.5455939,488.01,488.01,1777226730508000,0,0.25,0.5,91.42,91.43,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,0.0,0.0,0,0,0,0,0,1,10,0,0,0
1777226730560000,1777226730560000,47.3977418,8.545594,487.993,487.993,1777226730560000,0,0.25,0.5,89.4,89.409996,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,0.0,0.0,0,0,0,0,0,1,10,0,0,0
1777226730612000,1777226730612000,47.3977418,8.545594099999999,487.999,487.999,1777226730612000,0,0.25,0.5,87.42,87.43,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,0.0,0.0,0,0,0,0,0,1,10,0,0,0
1777226730664000,1777226730664000,47.3977418,8.545594,487.988,487.988,1777226730664000,0,0.25,0.5,85.479996,85.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,0.0,0.0,0,0,0,0,0,1,10,0,0,0
1777226730716000,1777226730716000,47.3977419,8.545594,487.999,487.999,1777226730716000,0,0.25,0.5,83.59,83.61,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,0.0,0.0,0,0,0,0,0,1,10,0,0,0
1777226730768000,1777226730768000,47.3977419,8.5455939,488.004,488.004,1777226730768000,0,0.25,0.5,81.74,81.759995,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,0.0,0.0,0,0,0,0,0,1,10,0,0,0
1777226730820000,1777226730820000,47.3977418,8.5455939,488.003,488.003,1777226730820000,0,0.25,0.5,79.93,79.95,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,0.0,0.0,0,0,0,0,0,1,10,0,0,0
